ID,Departure City,Arrival City,Departure Coordinates,Arrival Coordinates,Train CO2,Train Energy Resource Consumption,Train Products,Train Duration,Car CO2,Car Energy Resource Consumption,Car Products,Car Duration,Flight CO2,Flight Energy Resource Consumption,Flight Products,Flight Duration
Stockholm to Bordeaux,Stockholm,Bordeaux,"[59.33001, 18.05763]","[44.825834, -0.556387]",57.1,67.5,"HST  519, RE  1051, EC   395, ICE  683, ICE  377, RE 87466, TGV 9890, TGV 5202",30:41,255.1,113.4,Car,20:07,259.2,109.3,"Train, Aircraft, Train",07:24
Stockholm to Bristol,Stockholm,Bristol,"[59.33001, 18.05763]","[51.446668, -2.580003]",71.1,59.9,"HST  519, RE  1051, EC   395, ICE  205, RE 26832, RE  5043, IC   527, ES  9113, Transfer, ---",31:51,195.2,86.7,Car,15:23,255.8,107.8,"Car, Aircraft, Car",08:08
Stockholm to Cardiff,Stockholm,Cardiff,"[59.33001, 18.05763]","[51.472782, -3.176392]",73.4,61.1,"HST  519, RE  1051, EC   395, ICE  205, RE 26832, RE  5043, IC   527, ES  9113, Transfer, ---",32:16,198.8,88.4,Car,15:40,258.7,109.2,"Car, Aircraft, Car",08:25
Stockholm to Cologne,Stockholm,Cologne,"[59.33001, 18.05763]","[50.941393, 6.967224]",37.5,32.5,"HST  519, RE  1051, EC   395, ICE  205",15:26,145.8,64.8,Car,11:30,288.0,121.1,"Car, Aircraft, Car",06:42
Stockholm to Dortmund,Stockholm,Dortmund,"[59.33001, 18.05763]","[51.517782, 7.459168]",35.8,31.7,"HST  527, EC   399, ICE  209",14:11,136.7,60.8,Car,10:47,290.4,122.1,"Car, Aircraft, Car",07:02
Stockholm to Duesseldorf,Stockholm,Duesseldorf,"[59.33001, 18.05763]","[51.219996, 6.794443]",38.6,33.0,"HST  519, RE  1051, EC   395, ICE  205, IC  2215",15:10,143.3,63.7,Car,11:18,283.0,118.9,"Car, Aircraft, Car",05:58
Stockholm to Basel,Stockholm,Basel,"[59.33001, 18.05763]","[47.547498, 7.58944]",52.3,39.6,"HST  519, RE  1051, EC   395, ICE  683, ICE  377",18:38,184.9,82.1,Car,14:35,143.7,60.7,"Car, Aircraft, Car",05:40
Stockholm to Lausanne,Stockholm,Lausanne,"[59.33001, 18.05763]","[46.516669, 6.629167]",51.8,42.5,"HST  519, RE  1051, EC   395, ICE  273, IC   659, IC   704",26:20,201.7,89.6,Car,15:54,162.0,68.8,"Car, Aircraft, Car",07:26
Stockholm to Malaga,Stockholm,Malaga,"[59.33001, 18.05763]","[36.711946, -4.431943]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Stockholm to Maribor,Stockholm,Maribor,"[59.33001, 18.05763]","[46.561948, 15.657501]",65.2,49.1,"HST  519, RE  1051, EC   395, ICE  683, RB 27075, EN 40237, NJ   465, 4107, RE  4437",28:01,178.7,79.4,Car,14:05,214.1,90.2,"Car, Aircraft, Car",08:16
Stockholm to Pisa,Stockholm,Pisa,"[59.33001, 18.05763]","[43.708052, 10.398056]",81.2,59.8,"HST  521, EC   397, ICE  887, IC 60403, EC    51, FR  9587, RV  4033",32:12,226.8,100.8,Car,17:53,160.7,69.8,"Train, Aircraft, Train",05:25
Stockholm to Cluj-Napoca,Stockholm,Cluj-Napoca,"[59.33001, 18.05763]","[46.784997, 23.587218]",112.0,81.4,"HST  519, RE  1051, EC   395, ICE  871, EN 40457, Transfer, IR    75",38:24,180.3,80.1,Car,14:13,260.0,109.3,"Car, Aircraft, Car",07:25
Stockholm to Split,Stockholm,Split,"[59.33001, 18.05763]","[43.504725, 16.443059]",80.6,58.7,"HST  519, RE  1051, EC   395, ICE  683, RB 27075, EN 40237, IC   523",40:32,220.5,98.0,Car,17:23,244.6,104.4,"Train, Aircraft, Train",08:38
Stockholm to Eindhoven,Stockholm,Eindhoven,"[59.33001, 18.05763]","[51.442218, 5.480004]",43.9,35.5,"HST  519, RE  1051, EC   395, ICE  205, RE 20092, IC  3584",17:20,147.5,65.6,Car,11:38,271.1,114.2,"Train, Aircraft, Train",06:41
Budapest to Vienna,Budapest,Vienna,"[47.499999, 18.949998]","[48.206947, 16.34167]",7.9,7.3,EC 40346,02:25,30.3,13.4,Car,02:59,111.5,47.0,"Car, Aircraft, Car",03:01
Budapest to Torino,Budapest,Torino,"[47.499999, 18.949998]","[45.060282, 7.677498]",40.1,29.4,"IC  1032, RJX  860, ECB   87, FR  9754, FR  9552",13:51,119.3,53.0,Car,10:25,143.5,61.4,"Train, Aircraft, Train",04:13
Budapest to Porto,Budapest,Porto,"[47.499999, 18.949998]","[41.149722, -8.585552]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Budapest to Brussels,Budapest,Brussels,"[47.499999, 18.949998]","[50.896393, 4.481941]",35.2,24.8,"IC  1032, ICE   26, ICE   10, IC  2318",13:49,140.1,62.2,Car,11:03,109.2,45.9,"Car, Aircraft",03:41
Budapest to Sofia,Budapest,Sofia,"[47.499999, 18.949998]","[42.71194, 23.320832]",59.5,36.7,"79, 1091, RE  7623",25:09,82.4,36.6,Car,07:11,130.7,55.2,"Train, Aircraft, Train",02:55
Budapest to Brno,Budapest,Brno,"[47.499999, 18.949998]","[49.189171, 16.609719]",12.8,12.1,EC   172,04:06,36.5,16.2,Car,03:36,125.5,53.2,"Car, Aircraft, Car",04:15
Budapest to Zagreb,Budapest,Zagreb,"[47.499999, 18.949998]","[45.804445, 15.978892]",18.6,15.4,"IC   958, RE  9550, IC   503, EN 40237",15:32,42.1,18.7,Car,04:09,114.9,48.6,"Train, Aircraft, Train",02:30
Budapest to Praha,Budapest,Praha,"[47.499999, 18.949998]","[50.084712, 14.434923]",28.8,20.3,EC   172,06:41,62.2,27.6,Car,06:09,116.1,48.9,"Car, Aircraft, Car",03:02
Budapest to Copenhagen,Budapest,Copenhagen,"[47.499999, 18.949998]","[55.673054, 12.565553]",78.0,44.5,"EC   172, EN   346, IC  1488",20:30,126.5,56.2,Car,09:58,171.2,72.0,"Car, Aircraft, Car",03:44
Budapest to Toulouse,Budapest,Toulouse,"[47.499999, 18.949998]","[43.611113, 1.45361]",39.0,61.2,"EC 40346, RJX  262, ICE  596, ICE 9572, Transfer, TGV 8519",17:47,179.0,79.6,Car,14:07,268.7,113.3,"Train, Aircraft, Train",06:36
Budapest to Munich,Budapest,Munich,"[47.499999, 18.949998]","[48.136948, 11.575275]",16.5,13.9,"RJX  162, ICE  114",06:36,73.4,32.6,Car,06:25,126.0,53.1,"Car, Aircraft, Car",03:32
Budapest to Helsinki,Budapest,Helsinki,"[47.499999, 18.949998]","[60.172218, 24.941111]",267.2,151.7,"EC   172, EN   346, Transfer, ShiVikLi, 77948, IC   948",49:53,182.6,81.2,Car,14:24,138.7,58.9,"Train, Aircraft, Train",04:05
Budapest to Osijek,Budapest,Osijek,"[47.499999, 18.949998]","[45.552774, 18.683333]",12.4,10.9,"IC   818, RE  8110, RE  6203",11:19,30.7,13.6,Car,03:02,N/A,N/A,N/A,N/A
Budapest to Paris,Budapest,Paris,"[47.499999, 18.949998]","[48.858395, 2.294254]",32.9,35.1,"EC 40346, RJX  262, ICE  596, ICE 9572",12:21,155.4,69.1,Car,12:15,122.0,51.4,"Car, Aircraft, Car",04:24
Budapest to Nantes,Budapest,Nantes,"[47.499999, 18.949998]","[47.217504, -1.541947]",35.3,45.6,"EC 40346, RJX  262, ICE  596, ICE 9572, Transfer, TGV 8135",16:04,193.2,85.9,Car,15:14,291.8,123.0,"Train, Aircraft, Train",06:51
Budapest to Lyon,Budapest,Lyon,"[47.499999, 18.949998]","[45.702291, 4.863775]",19.9,28.0,"RJX  162, IC   728, TGV 9784, TER89411",23:53,137.5,61.1,Car,10:50,103.8,44.4,"Train, Aircraft, Train",03:46
Budapest to Berlin,Budapest,Berlin,"[47.499999, 18.949998]","[52.520555, 13.386943]",44.7,28.2,EC   172,11:06,89.6,39.8,Car,07:49,130.0,54.7,"Car, Aircraft, Car",03:20
Budapest to Stockholm,Budapest,Stockholm,"[47.499999, 18.949998]","[59.33001, 18.05763]",81.2,61.4,"EC   172, EN   346",26:27,164.7,73.2,Car,12:59,127.6,54.8,"Train, Aircraft, Train",04:15
Budapest to Bucuresti,Budapest,Bucuresti,"[47.499999, 18.949998]","[44.43528, 26.102778]",49.9,32.0,NT   347,14:56,83.9,37.3,Car,07:19,131.0,55.4,"Train, Aircraft, Train",02:57
Budapest to Rome,Budapest,Rome,"[47.499999, 18.949998]","[41.900555, 12.501388]",48.2,34.2,"RJX  162, ECB   87, FR  9437",16:19,106.2,47.2,Car,09:16,144.5,60.8,"Car, Aircraft, Car",03:46
Budapest to Madrid City,Budapest,Madrid City,"[47.499999, 18.949998]","[40.406386, -3.690836]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Budapest to Istanbul,Budapest,Istanbul,"[47.499999, 18.949998]","[41.014722, 28.976665]",95.0,54.3,"79, 1095, 463, 465, 493",38:24,133.7,59.4,Car,10:32,173.5,73.2,"Train, Aircraft, Train",03:31
Budapest to London,Budapest,London,"[47.499999, 18.949998]","[51.530888, -0.122918]",44.2,34.7,"EC 40346, ICE   28, ICE   12, ES  9167",17:02,181.2,80.5,Car,14:17,228.6,96.1,"Car, Aircraft, Car",07:13
Budapest to Graz,Budapest,Graz,"[47.499999, 18.949998]","[47.07222, 15.416392]",11.3,10.6,"EC 40346, RJ    71",05:42,38.9,17.3,Car,03:50,190.6,80.1,"Car, Aircraft, Car",05:31
Budapest to Kyiv,Budapest,Kyiv,"[47.499999, 18.949998]","[50.434357, 30.513973]",58.6,51.8,"IC    34, 3, 1",20:56,117.5,52.2,Car,10:16,153.0,65.1,"Train, Aircraft, Train",03:37
Budapest to Hamburg,Budapest,Hamburg,"[47.499999, 18.949998]","[53.557218, 9.997497]",56.0,33.6,EC   172,13:32,121.0,53.8,Car,10:34,157.8,66.6,"Train, Aircraft, Train",03:21
Budapest to Barcelona,Budapest,Barcelona,"[47.499999, 18.949998]","[41.38444, 2.185278]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Budapest to Milan,Budapest,Milan,"[47.499999, 18.949998]","[45.486388, 9.204163]",33.9,25.7,"RJX  162, ECB   87, FR  9754",13:50,102.7,45.6,Car,08:58,139.5,59.3,"Train, Aircraft, Train",03:45
Budapest to Ljubljana,Budapest,Ljubljana,"[47.499999, 18.949998]","[46.058057, 14.51028]",18.4,15.3,IC   246,07:28,53.3,23.7,Car,05:16,141.1,59.7,"Train, Aircraft, Train",02:56
Budapest to Zurich,Budapest,Zurich,"[47.499999, 18.949998]","[47.37806, 8.540274]",18.6,19.2,RJX  162,10:25,103.0,45.8,Car,09:00,149.1,62.7,"Car, Aircraft, Car",03:29
Budapest to Bern,Budapest,Bern,"[47.499999, 18.949998]","[46.948888, 7.439167]",18.7,20.8,"RJX  162, IC   728",11:33,114.6,50.9,Car,10:00,253.0,106.3,"Car, Aircraft, Car",06:18
Budapest to Lisbon,Budapest,Lisbon,"[47.499999, 18.949998]","[38.767779, -9.098054]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Budapest to Amsterdam,Budapest,Amsterdam,"[47.499999, 18.949998]","[52.378607, 4.900559]",40.3,24.7,"EC 40346, ICE   28, ICE  122",14:34,143.2,63.6,Car,11:17,113.6,47.8,"Car, Aircraft, Car",04:02
Budapest to Warszawa,Budapest,Warszawa,"[47.499999, 18.949998]","[52.228855, 21.003215]",57.2,28.3,"EC   280, EC   106, Os 44766, EIP 4502, Walk",11:49,71.2,31.7,Car,06:13,118.3,49.7,"Car, Aircraft, Car",02:58
Budapest to Riga,Budapest,Riga,"[47.499999, 18.949998]","[56.946943, 24.120279]",141.6,72.3,"EC   272, EIC  100, TLK61190, IC   144, 200",42:13,138.3,61.5,Car,10:54,234.3,98.8,"Train, Aircraft, Train",06:09
Budapest to Napoli,Budapest,Napoli,"[47.499999, 18.949998]","[40.839163, 14.25139]",57.8,40.1,"RJX  162, 5218, RV  3845, FR  8529, FR  9661",16:33,109.3,48.6,Car,09:33,240.3,101.3,"Train, Aircraft, Train",06:16
Budapest to Oslo,Budapest,Oslo,"[47.499999, 18.949998]","[59.910282, 10.755279]",80.9,59.3,"EC   172, EN   346, RE  1010, IC   386",30:15,185.2,82.3,Car,14:36,134.5,57.5,"Train, Aircraft, Train",04:48
Budapest to Bratislava,Budapest,Bratislava,"[47.499999, 18.949998]","[48.158333, 17.105834]",7.4,6.8,"EC 40346, RE  9462, RE  1306",02:12,22.6,10.1,Car,02:14,114.8,48.4,"Car, Aircraft, Car",03:29
Budapest to Luxembourg,Budapest,Luxembourg,"[47.499999, 18.949998]","[49.599996, 6.134167]",35.9,23.0,"EC 40346, ICE   28, RE  5124",14:27,127.6,56.7,Car,11:08,247.2,104.2,"Train, Aircraft, Train",06:06
Budapest to Kishinev,Budapest,Kishinev,"[47.499999, 18.949998]","[47.017476, 28.858169]",80.5,49.6,"NT   347, Transfer, 402",32:34,97.2,43.2,Car,08:29,134.9,57.1,"Train, Aircraft, Train",03:10
Budapest to Frankfurt,Budapest,Frankfurt,"[47.499999, 18.949998]","[50.107221, 8.663893]",23.8,17.0,"IC  1032, ICE   26",09:38,106.1,47.1,Car,09:16,142.6,60.0,"Car, Aircraft, Car",03:34
Budapest to Geneva,Budapest,Geneva,"[47.499999, 18.949998]","[46.210281, 6.1425]",18.8,23.4,"RJX  162, IC   728",13:23,129.3,57.4,Car,11:17,168.9,71.0,"Car, Aircraft, Car",03:37
Budapest to Krakow,Budapest,Krakow,"[47.499999, 18.949998]","[50.068334, 19.947504]",30.2,19.4,"EC   278, RE  5114, 1808, 707, EC   140, RE  2966, IC 63100",10:08,41.3,18.4,Car,04:05,226.5,95.3,"Train, Aircraft, Train",05:47
Budapest to Leeds,Budapest,Leeds,"[47.499999, 18.949998]","[53.792223, -1.547502]",61.1,44.0,"EC 40346, ICE   28, ICE   12, ES  9167, Transfer, ---",21:23,200.5,89.1,Car,15:48,220.7,93.1,"Train, Aircraft, Train",07:04
Budapest to Liverpool,Budapest,Liverpool,"[47.499999, 18.949998]","[53.404447, -2.976391]",67.8,47.6,"EC 40346, ICE   28, ICE   12, ES  9167, Transfer, ---, ---",26:03,210.4,93.5,Car,16:35,157.5,66.5,"Train, Aircraft, Train",04:43
Budapest to Manchester,Budapest,Manchester,"[47.499999, 18.949998]","[53.358611, -2.267502]",68.6,48.0,"EC 40346, ICE   28, ICE   12, ES  9167, Transfer, ---, ---",23:01,204.5,90.9,Car,16:07,155.5,65.4,"Car, Aircraft",04:27
Budapest to Marseille,Budapest,Marseille,"[47.499999, 18.949998]","[43.302774, 5.380278]",37.7,55.6,"EC 40346, RJX  262, ICE  596, ICE 9572, TGV 5488, TGV 5124, TGV 6801",26:19,145.2,64.5,Car,11:27,272.6,115.3,"Train, Aircraft, Train",06:48
Budapest to Nice,Budapest,Nice,"[47.499999, 18.949998]","[43.704448, 7.261945]",48.4,35.2,"RJX  162, 5218, RV  3845, FR  9750, Walk, IC   689, TER86004",23:46,125.9,55.9,Car,09:55,261.8,110.0,"Car, Aircraft, Car",06:25
Budapest to Nottingham,Budapest,Nottingham,"[47.499999, 18.949998]","[52.945278, -1.144165]",69.8,49.4,"EC   148, NJ 40468, ES  9121, Transfer, ---",22:55,194.0,86.2,Car,15:18,147.7,62.5,"Train, Aircraft, Train",04:20
Budapest to Palermo,Budapest,Palermo,"[47.499999, 18.949998]","[38.109166, 13.36722]",91.3,60.0,"EC 40346, RJX  662, 5216, RE 17153, FR  8525, INI 1955",27:29,142.7,63.4,Car,11:15,244.1,102.7,"Car, Aircraft, Car",06:56
Budapest to Kosice,Budapest,Kosice,"[47.499999, 18.949998]","[48.721669, 21.267498]",10.3,9.6,IC   182,03:38,30.2,13.4,Car,02:59,N/A,N/A,N/A,N/A
Budapest to Rotterdam,Budapest,Rotterdam,"[47.499999, 18.949998]","[51.925002, 4.469446]",42.6,25.7,"RJX  162, ICE   92, ICE  624, RE 20088, IC  3776, IC  1174",14:51,144.3,64.1,Car,11:23,107.0,45.4,"Train, Aircraft, Train",04:51
Budapest to Seville,Budapest,Seville,"[47.499999, 18.949998]","[37.391944, -5.975274]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Budapest to Sheffield,Budapest,Sheffield,"[47.499999, 18.949998]","[53.375834, -1.461943]",72.7,51.0,"EC   148, NJ 40468, ES  9121, Transfer, ---",23:05,198.1,88.0,Car,15:37,249.0,105.4,"Train, Aircraft, Train",07:56
Budapest to Valencia,Budapest,Valencia,"[47.499999, 18.949998]","[39.465, -0.377502]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Budapest to Venice,Budapest,Venice,"[47.499999, 18.949998]","[45.437775, 12.317775]",24.4,19.3,"RJX   62, RJ   133",09:58,73.9,32.8,Car,06:27,120.8,51.1,"Train, Aircraft, Train",03:00
Budapest to Verona,Budapest,Verona,"[47.499999, 18.949998]","[45.428336, 10.98222]",27.1,21.7,"RJX  162, ECB   87",12:03,85.9,38.2,Car,07:30,217.3,91.6,"Train, Aircraft, Train",06:03
Budapest to Vilnius,Budapest,Vilnius,"[47.499999, 18.949998]","[54.669723, 25.284723]",116.6,54.1,"EC   272, EIC  100, TLK61190, IC   144",25:04,118.8,52.8,Car,10:22,213.8,89.9,"Car, Aircraft, Car",06:19
Budapest to Wrocław,Budapest,Wrocław,"[47.499999, 18.949998]","[51.098057, 17.036392]",35.9,21.4,"EC   280, 868, RE  7167, RE  6284",10:44,59.8,26.6,Car,05:55,224.0,95.5,"Train, Aircraft, Train",07:20
Budapest to Zaragoza,Budapest,Zaragoza,"[47.499999, 18.949998]","[41.643886, -0.89111]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Budapest to Gothenburg,Budapest,Gothenburg,"[47.499999, 18.949998]","[57.708886, 11.973335]",80.3,53.0,"EC   172, EN   346, RE  1010",25:50,153.8,68.3,Car,12:07,115.7,49.4,"Train, Aircraft, Train",03:51
Budapest to Antwerp,Budapest,Antwerp,"[47.499999, 18.949998]","[51.21694, 4.420832]",36.0,26.0,"IC  1032, ICE   26, ICE   10, IC  4520",14:07,141.7,63.0,Car,11:10,114.6,48.3,"Car, Aircraft, Car",04:28
Budapest to Bilbao,Budapest,Bilbao,"[47.499999, 18.949998]","[43.26056, -2.928056]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Budapest to Bologna,Budapest,Bologna,"[47.499999, 18.949998]","[44.506393, 11.341942]",32.4,24.9,"RJX  162, ECB   87",13:21,88.9,39.5,Car,07:46,127.4,55.0,"Train, Aircraft, Train",04:26
Budapest to Bordeaux,Budapest,Bordeaux,"[47.499999, 18.949998]","[44.825834, -0.556387]",38.7,51.5,"IC  1032, RJX   60, ICE  594, TGV 9560, Transfer, TGV 8461",16:48,191.7,85.2,Car,15:07,283.3,119.6,"Train, Aircraft, Train",06:48
Budapest to Bristol,Budapest,Bristol,"[47.499999, 18.949998]","[51.446668, -2.580003]",54.9,40.6,"EC 40346, ICE   28, ICE   12, ES  9167, Transfer, ---",20:18,202.0,89.8,Car,15:55,153.1,64.7,"Train, Aircraft, Train",04:20
Budapest to Cardiff,Budapest,Cardiff,"[47.499999, 18.949998]","[51.472782, -3.176392]",56.4,41.4,"EC 40346, ICE   28, ICE   12, ES  9167, Transfer, ---",27:41,207.2,92.1,Car,16:20,154.3,65.4,"Train, Aircraft, Train",04:40
Budapest to Cologne,Budapest,Cologne,"[47.499999, 18.949998]","[50.941393, 6.967224]",30.5,20.2,"IC  1032, ICE   26, ICE  104",11:06,124.8,55.4,Car,10:54,163.0,68.6,"Car, Aircraft, Car",03:43
Budapest to Dortmund,Budapest,Dortmund,"[47.499999, 18.949998]","[51.517782, 7.459168]",35.5,22.6,"IC  1032, ICE   26, ICE  104, RE 26733",12:39,123.6,54.9,Car,10:48,161.6,67.9,"Car, Aircraft, Car",03:38
Budapest to Duesseldorf,Budapest,Duesseldorf,"[47.499999, 18.949998]","[51.219996, 6.794443]",31.5,20.7,"IC  1032, ICE   26, ICE  104",11:37,127.6,56.7,Car,11:08,168.1,70.7,"Car, Aircraft, Car",03:36
Budapest to Basel,Budapest,Basel,"[47.499999, 18.949998]","[47.547498, 7.58944]",18.6,20.7,"RJX  162, IC   578",11:33,112.2,49.8,Car,09:48,149.2,62.7,"Car, Aircraft, Car",03:36
Budapest to Lausanne,Budapest,Lausanne,"[47.499999, 18.949998]","[46.516669, 6.629167]",18.7,22.4,"RJX  162, IC   728",12:46,123.6,54.9,Car,10:47,264.3,111.3,"Car, Aircraft, Car",07:56
Budapest to Malaga,Budapest,Malaga,"[47.499999, 18.949998]","[36.711946, -4.431943]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Budapest to Maribor,Budapest,Maribor,"[47.499999, 18.949998]","[46.561948, 15.657501]",14.9,12.8,"IC   246, RE  2986",05:50,38.8,17.2,Car,03:50,196.9,82.9,"Car, Aircraft, Car",06:25
Budapest to Pisa,Budapest,Pisa,"[47.499999, 18.949998]","[43.708052, 10.398056]",40.2,29.5,"RJX  162, ECB   87, FR  9437, RE 18337",16:27,103.5,46.0,Car,09:02,147.4,62.2,"Car, Aircraft, Car",04:34
Budapest to Edinburgh,Budapest,Edinburgh,"[47.499999, 18.949998]","[55.949724, -3.186667]",86.2,57.7,"EC 40346, ICE   28, ICE   12, ES  9167, Transfer, ---, ---",26:35,223.1,99.1,Car,17:35,237.8,100.2,"Train, Aircraft, Train",07:11
Budapest to Cluj-Napoca,Budapest,Cluj-Napoca,"[47.499999, 18.949998]","[46.784997, 23.587218]",27.0,18.9,"IR  6090, IC   367, RE  4105",11:07,49.8,22.1,Car,04:55,130.1,54.7,"Car, Aircraft, Car",02:47
Budapest to Split,Budapest,Split,"[47.499999, 18.949998]","[43.504725, 16.443059]",24.7,18.8,"IC   204, 1821",15:19,68.6,30.5,Car,06:46,234.2,98.8,"Train, Aircraft, Train",05:20
Budapest to Eindhoven,Budapest,Eindhoven,"[47.499999, 18.949998]","[51.442218, 5.480004]",37.4,23.4,"IC  1032, ICE   26, ICE  104, RE 20090, IC  3580",13:43,133.9,59.5,Car,10:33,103.6,43.8,"Train, Aircraft, Train",03:40
Bucuresti to Vienna,Bucuresti,Vienna,"[44.43528, 26.102778]","[48.206947, 16.34167]",57.6,39.3,"NT   346, EC 40346",18:40,111.8,49.7,Car,09:46,142.7,60.0,"Car, Aircraft, Car",03:21
Bucuresti to Torino,Bucuresti,Torino,"[44.43528, 26.102778]","[45.060282, 7.677498]",89.9,61.6,"NT   346, RJX  662, ECB   85, FR  9750",31:04,181.6,80.7,Car,14:19,136.4,57.5,"Train, Aircraft, Train",05:34
Bucuresti to Porto,Bucuresti,Porto,"[44.43528, 26.102778]","[41.149722, -8.585552]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bucuresti to Brussels,Bucuresti,Brussels,"[44.43528, 26.102778]","[50.896393, 4.481941]",85.1,57.0,"NT   346, ICE   28, ICE  626, ICE   12, IC  2316",30:06,220.2,97.8,Car,17:21,164.2,69.0,"Car, Aircraft",04:33
Bucuresti to Sofia,Bucuresti,Sofia,"[44.43528, 26.102778]","[42.71194, 23.320832]",31.3,16.8,"1095, 463",09:34,41.3,18.4,Car,04:05,113.5,47.8,"Train, Aircraft, Train",02:32
Bucuresti to Brno,Bucuresti,Brno,"[44.43528, 26.102778]","[49.189171, 16.609719]",60.8,43.1,"NT   472, Transfer, EC   278",20:21,116.6,51.8,Car,10:11,156.7,66.2,"Car, Aircraft, Car",04:36
Bucuresti to Zagreb,Bucuresti,Zagreb,"[44.43528, 26.102778]","[45.804445, 15.978892]",68.5,47.6,"NT   346, IC   246, EC   211",27:23,105.4,46.8,Car,09:12,240.6,101.1,"Train, Aircraft, Train",05:59
Bucuresti to Praha,Bucuresti,Praha,"[44.43528, 26.102778]","[50.084712, 14.434923]",76.8,51.3,"NT   472, Transfer, EC   278",22:58,134.7,59.8,Car,10:37,105.5,44.4,"Car, Aircraft, Car",03:44
Bucuresti to Copenhagen,Bucuresti,Copenhagen,"[44.43528, 26.102778]","[55.673054, 12.565553]",127.4,76.3,"NT   346, Transfer, EC   172, EN 13402, IC  1488",38:20,196.6,87.4,Car,15:30,147.3,61.9,"Car, Aircraft, Car",04:17
Bucuresti to Toulouse,Bucuresti,Toulouse,"[44.43528, 26.102778]","[43.611113, 1.45361]",88.7,92.4,"NT   346, RJX  262, ICE  564, TGV 9560, Transfer, 3751",40:50,245.5,109.1,Car,19:22,258.1,108.6,"Train, Aircraft, Train",07:01
Bucuresti to Munich,Bucuresti,Munich,"[44.43528, 26.102778]","[48.136948, 11.575275]",68.3,47.0,"NT   346, RJX  662, EC  1214",22:48,148.3,65.9,Car,11:42,116.3,49.0,"Car, Aircraft, Car",04:20
Bucuresti to Osijek,Bucuresti,Osijek,"[44.43528, 26.102778]","[45.552774, 18.683333]",60.5,42.0,"NT   472, Transfer, IC   812, RE  8124, RE  6211",21:41,77.6,34.5,Car,06:47,112.3,49.6,"Train, Aircraft, Train",04:59
Bucuresti to Paris,Bucuresti,Paris,"[44.43528, 26.102778]","[48.858395, 2.294254]",81.1,66.3,"NT   472, RJX   62, ICE  592, TGV 9570",28:58,233.5,103.8,Car,18:25,175.9,74.0,"Car, Aircraft, Car",05:13
Bucuresti to Nantes,Bucuresti,Nantes,"[44.43528, 26.102778]","[47.217504, -1.541947]",83.6,76.9,"NT   472, RJX   62, ICE  592, TGV 9570, Transfer, OGV 7621",40:44,268.9,119.5,Car,21:12,274.1,115.4,"Train, Aircraft, Train",07:41
Bucuresti to Lyon,Bucuresti,Lyon,"[44.43528, 26.102778]","[45.702291, 4.863775]",68.2,59.5,"NT   472, RJX   62, RJX  166, IC  1538, 1840, TER96554",40:07,208.6,92.7,Car,16:27,235.0,99.1,"Car, Aircraft, Car",08:32
Bucuresti to Berlin,Bucuresti,Berlin,"[44.43528, 26.102778]","[52.520555, 13.386943]",94.0,59.9,"NT   346, Transfer, EC   172",28:56,161.2,71.6,Car,12:43,252.9,106.3,"Car, Aircraft, Car",06:30
Bucuresti to Stockholm,Bucuresti,Stockholm,"[44.43528, 26.102778]","[59.33001, 18.05763]",130.5,93.2,"NT   346, Transfer, EC   172, EN 13402",44:17,217.8,96.8,Car,17:10,259.4,109.9,"Train, Aircraft, Train",07:51
Bucuresti to Budapest,Bucuresti,Budapest,"[44.43528, 26.102778]","[47.499999, 18.949998]",48.0,31.0,NT   472,15:35,83.9,37.3,Car,07:19,131.0,55.4,"Train, Aircraft, Train",02:57
Bucuresti to Rome,Bucuresti,Rome,"[44.43528, 26.102778]","[41.900555, 12.501388]",98.2,66.5,"NT   346, RJX  662, ECB   85, FR  8527",31:19,142.4,63.3,Car,11:14,109.3,46.0,"Car, Aircraft, Car",03:50
Bucuresti to Madrid City,Bucuresti,Madrid City,"[44.43528, 26.102778]","[40.406386, -3.690836]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bucuresti to Istanbul,Bucuresti,Istanbul,"[44.43528, 26.102778]","[41.014722, 28.976665]",49.7,24.9,"1095, 463, 465, 493",19:47,63.1,28.0,Car,06:14,110.7,46.6,"Train, Aircraft, Train",02:56
